stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
967,967,WOODROW/ROMERIA,Northwest corner of WOODROW and ROMERIA - Nearside,30.333637,-97.730682,,http://www.capmetro.org/gismaps/stops/967.html,,,,0
968,968,5900 WOODROW/KOENIG,Northwest corner of WOODROW and KOENIG - Nearside,30.331024,-97.7316,,http://www.capmetro.org/gismaps/stops/968.html,,,,0
969,969,5626 WOODROW/THECKLA,Southwest corner of WOODROW and THECKLA - Farside,30.328866,-97.732957,,http://www.capmetro.org/gismaps/stops/969.html,,,,0
970,970,5500 WOODROW/HOUSTON,Northwest corner of WOODROW and HOUSTON - Nearside,30.326461,-97.734505,,http://www.capmetro.org/gismaps/stops/970.html,,,,0
971,971,5300 WOODROW/NORTH LOOP,Northwest corner of WOODROW and NORTH LOOP - Nearside,30.324296,-97.735849,,http://www.capmetro.org/gismaps/stops/971.html,,,,0
972,972,5200 WOODROW/NORTH,Northwest corner of WOODROW and NORTH - Nearside,30.322571,-97.736955,,http://www.capmetro.org/gismaps/stops/972.html,,,,0
973,973,1215 51ST/GROVER,Southwest corner of 51ST and GROVER - Nearside,30.320538,-97.735873,,http://www.capmetro.org/gismaps/stops/973.html,,,,0
974,974,1143 49TH/GROVER,Southeast corner of 49TH and GROVER - Mid-Block,30.318547,-97.736463,,http://www.capmetro.org/gismaps/stops/974.html,,,,0
977,977,909 45TH/LAMAR,Southeast corner of 45TH and LAMAR - Mid-Block,30.31298,-97.736887,,http://www.capmetro.org/gismaps/stops/977.html,,,,0
978,978,507 45TH/GUADALUPE,Southeast corner of 45TH and GUADALUPE - Mid-Block,30.310607,-97.732618,,http://www.capmetro.org/gismaps/stops/978.html,,,,0
979,979,301 45TH/AVENUE C,Southwest corner of 45TH and AVENUE C - Nearside,30.309535,-97.730392,,http://www.capmetro.org/gismaps/stops/979.html,,,,1
980,980,SPEEDWAY/45TH,Southwest corner of SPEEDWAY and 45TH - Farside,30.30835,-97.728674,,http://www.capmetro.org/gismaps/stops/980.html,,,,0
981,981,4300 SPEEDWAY/43RD,Northwest corner of SPEEDWAY and 43RD - Nearside,30.306697,-97.729732,,http://www.capmetro.org/gismaps/stops/981.html,,,,0
982,982,4004 SPEEDWAY/40TH,Northwest corner of SPEEDWAY and 40TH - Mid-Block,30.303498,-97.731786,,http://www.capmetro.org/gismaps/stops/982.html,,,,0
983,983,3812 SPEEDWAY/38TH HALF,Northwest corner of SPEEDWAY and 38TH HALF - Nearside,30.30138,-97.733132,,http://www.capmetro.org/gismaps/stops/983.html,,,,1
985,985,3204 SPEEDWAY/33RD,Southwest corner of SPEEDWAY and 33RD - Mid-Block,30.29713,-97.735816,,http://www.capmetro.org/gismaps/stops/985.html,,,,0
987,987,SPEEDWAY/30TH,Northwest corner of SPEEDWAY and 30TH - Nearside,30.293302,-97.736011,,http://www.capmetro.org/gismaps/stops/987.html,,,,1
989,989,2600 SPEEDWAY/DEAN KEETON,Northwest corner of SPEEDWAY and DEAN KEETON - Nearside,30.28965,-97.736874,,http://www.capmetro.org/gismaps/stops/989.html,,,,0
991,991,2500 GUADALUPE/25TH,Northwest corner of GUADALUPE and 25TH - Nearside,30.28915,-97.741559,,http://www.capmetro.org/gismaps/stops/991.html,,,,0
993,993,CESAR CHAVEZ/BRAZOS,Southwest corner of CESAR CHAVEZ and BRAZOS - Nearside,30.262969,-97.743365,,http://www.capmetro.org/gismaps/stops/993.html,,,,0
995,995,515 CESAR CHAVEZ/RED RIVER,Southwest corner of CESAR CHAVEZ and RED RIVER - Nearside,30.261712,-97.738932,,http://www.capmetro.org/gismaps/stops/995.html,,,,0
999,999,RIVERSIDE/SUMMIT,Southeast corner of RIVERSIDE and SUMMIT - Mid-Block,30.245976,-97.731836,,http://www.capmetro.org/gismaps/stops/999.html,,,,1
1002,1002,RIVERSIDE/BURTON,Southwest corner of RIVERSIDE and BURTON - Nearside,30.240343,-97.727309,,http://www.capmetro.org/gismaps/stops/1002.html,,,,1
1003,1003,2237 RIVERSIDE/WILLOW CREEK,Northwest corner of RIVERSIDE and WILLOW CREEK - Mid-Block,30.238275,-97.726015,,http://www.capmetro.org/gismaps/stops/1003.html,,,,0
1005,1005,2507 RIVERSIDE/PLEASANT VALLEY,Southwest corner of RIVERSIDE and PLEASANT VALLEY - Nearside,30.233867,-97.72376,,http://www.capmetro.org/gismaps/stops/1005.html,,,,0
1006,1006,2104 PLEASANT VALLEY/WILLOW HILL,Southwest corner of PLEASANT VALLEY and WILLOW HILL - Mid-Block,30.232599,-97.724681,,http://www.capmetro.org/gismaps/stops/1006.html,,,,1
1008,1008,4411 OLTORF/HUNTWICK,Southwest corner of OLTORF and HUNTWICK - Nearside,30.226655,-97.726263,,http://www.capmetro.org/gismaps/stops/1008.html,,,,1
1009,1009,2401 WICKERSHAM/OLTORF,Northeast corner of WICKERSHAM and OLTORF - Mid-Block,30.226039,-97.723488,,http://www.capmetro.org/gismaps/stops/1009.html,,,,1
1010,1010,WICKERSHAM/CROMWELL,Southeast corner of WICKERSHAM and CROMWELL - Nearside,30.227021,-97.721847,,http://www.capmetro.org/gismaps/stops/1010.html,,,,0
1011,1011,2207 WICKERSHAM/SHERINGHAM,Southeast corner of WICKERSHAM and SHERINGHAM - Nearside,30.229237,-97.721378,,http://www.capmetro.org/gismaps/stops/1011.html,,,,0
1012,1012,2001 WICKERSHAM/RIVERSIDE,Southeast corner of WICKERSHAM and RIVERSIDE - Nearside,30.232126,-97.720383,,http://www.capmetro.org/gismaps/stops/1012.html,,,,0
1013,1013,4825 RIVERSIDE/KIRKSEY,Southwest corner of RIVERSIDE and KIRKSEY - Nearside,30.231316,-97.717041,,http://www.capmetro.org/gismaps/stops/1013.html,,,,0
1014,1014,5100 RIVERSIDE/RIVERSIDE FARMS,Southwest corner of RIVERSIDE and RIVERSIDE FARMS - Nearside,30.230355,-97.714648,,http://www.capmetro.org/gismaps/stops/1014.html,,,,0
1015,1015,5401 RIVERSIDE/FARO,Southeast corner of RIVERSIDE and FARO - Mid-Block,30.229169,-97.712324,,http://www.capmetro.org/gismaps/stops/1015.html,,,,0
1016,1016,5500 RIVERSIDE/PENICK,Southeast corner of RIVERSIDE and PENICK - Farside,30.228277,-97.710766,,http://www.capmetro.org/gismaps/stops/1016.html,,,,1
1017,1017,RUIZ LIBRARY,Southwest corner of GROVE and FAIRWAY - Farside,30.229539,-97.706558,,http://www.capmetro.org/gismaps/stops/1017.html,,,,0
1018,1018,RIVERSIDE/FARO,Northwest corner of RIVERSIDE and FARO - Mid-Block,30.229833,-97.712898,,http://www.capmetro.org/gismaps/stops/1018.html,,,,0
1020,1020,4900 RIVERSIDE/CROSSING PLACE,Northwest corner of RIVERSIDE and CROSSING PLACE - Farside,30.23136,-97.71637,,http://www.capmetro.org/gismaps/stops/1020.html,,,,0
1021,1021,4823 RIVERSIDE/CROSSING PLACE,Northwest corner of RIVERSIDE and CROSSING PLACE - Farside,30.231928,-97.717861,,http://www.capmetro.org/gismaps/stops/1021.html,,,,0
1022,1022,2100 WICKERSHAM/RIVERSIDE,Southwest corner of WICKERSHAM and RIVERSIDE - Farside,30.231526,-97.720884,,http://www.capmetro.org/gismaps/stops/1022.html,,,,0
1023,1023,WICKERSHAM/SHERINGHAM,Northwest corner of WICKERSHAM and SHERINGHAM - Nearside,30.229914,-97.721493,,http://www.capmetro.org/gismaps/stops/1023.html,,,,0
1024,1024,2300 WICKERSHAM/CROMWELL,Northwest corner of WICKERSHAM and CROMWELL - Nearside,30.227534,-97.721731,,http://www.capmetro.org/gismaps/stops/1024.html,,,,1
1025,1025,2440 WICKERSHAM/OLTORF,Northwest corner of WICKERSHAM and OLTORF - Nearside,30.226083,-97.723784,,http://www.capmetro.org/gismaps/stops/1025.html,,,,1
1027,1027,2433 PLEASANT VALLEY/OLTORF,Northeast corner of PLEASANT VALLEY and OLTORF - Mid-Block,30.228028,-97.727241,,http://www.capmetro.org/gismaps/stops/1027.html,,,,1
1028,1028,2209 PLEASANT VALLEY/SHERINGHAM,Southeast corner of PLEASANT VALLEY and SHERINGHAM - Nearside,30.231097,-97.725299,,http://www.capmetro.org/gismaps/stops/1028.html,,,,0
1029,1029,2426 RIVERSIDE/PLEASANT VALLEY,Northwest corner of RIVERSIDE and PLEASANT VALLEY - Mid-Block,30.235706,-97.72437,,http://www.capmetro.org/gismaps/stops/1029.html,,,,0
1030,1030,RIVERSIDE/WILLOW CREEK,Northeast corner of RIVERSIDE and WILLOW CREEK - Mid-Block,30.238065,-97.725635,,http://www.capmetro.org/gismaps/stops/1030.html,,,,0
1032,1032,RIVERSIDE/TOWN CREEK,Southeast corner of RIVERSIDE and TOWN CREEK - Nearside,30.24114,-97.727591,,http://www.capmetro.org/gismaps/stops/1032.html,,,,0
1033,1033,RIVERSIDE/ARENA,Southeast corner of RIVERSIDE and ARENA - Nearside,30.242868,-97.728889,,http://www.capmetro.org/gismaps/stops/1033.html,,,,1
1034,1034,1600 RIVERSIDE/SUMMIT,Northeast corner of RIVERSIDE and SUMMIT - Nearside,30.246505,-97.731969,,http://www.capmetro.org/gismaps/stops/1034.html,,,,1
1038,1038,400 CESAR CHAVEZ/TRINITY,Northeast corner of CESAR CHAVEZ and TRINITY - Nearside,30.26246,-97.74084,,http://www.capmetro.org/gismaps/stops/1038.html,,,,0
1042,1042,2231 GUADALUPE/WEST MALL UT,Southeast corner of GUADALUPE and WEST MALL UT - Nearside,30.285736,-97.741599,,http://www.capmetro.org/gismaps/stops/1042.html,,,,0
1043,1043,2425 GUADALUPE/25TH,Southeast corner of GUADALUPE and 25TH - Nearside,30.288664,-97.741399,,http://www.capmetro.org/gismaps/stops/1043.html,,,,0
1046,1046,3005 SPEEDWAY/SAN JACINTO,Northeast corner of SPEEDWAY and SAN JACINTO - Mid-Block,30.29347,-97.7356,,http://www.capmetro.org/gismaps/stops/1046.html,,,,0
1049,1049,SPEEDWAY/35TH,Southeast corner of SPEEDWAY and 35TH - Nearside,30.299217,-97.734341,,http://www.capmetro.org/gismaps/stops/1049.html,,,,0
1051,1051,SPEEDWAY/39TH,Southeast corner of SPEEDWAY and 39TH - Nearside,30.301591,-97.732825,,http://www.capmetro.org/gismaps/stops/1051.html,,,,0
1053,1053,4301 SPEEDWAY/43RD,Northeast corner of SPEEDWAY and 43RD - Farside,30.306616,-97.729616,,http://www.capmetro.org/gismaps/stops/1053.html,,,,0
1054,1054,108 45TH STREET/AVENUE D,Northeast corner of 45TH and AVENUE D - Nearside,30.309112,-97.729235,,http://www.capmetro.org/gismaps/stops/1054.html,,,,0
1055,1055,408 45TH STREET/AVENUE A,Northeast corner of 45TH and AVENUE A - Nearside,30.310425,-97.731878,,http://www.capmetro.org/gismaps/stops/1055.html,,,,0
1056,1056,636 45TH/GUADALUPE,Northwest corner of 45TH and GUADALUPE - Farside,30.31125,-97.733468,,http://www.capmetro.org/gismaps/stops/1056.html,,,,0
1057,1057,918 45TH/LAMAR,Northeast corner of 45TH and LAMAR - Nearside,30.313397,-97.737245,,http://www.capmetro.org/gismaps/stops/1057.html,,,,0
1058,1058,SUNSHINE STATION (NB),Northeast corner of SUNSHINE and LAMAR - Mid-Block,30.316032,-97.735981,,http://www.capmetro.org/gismaps/stops/1058.html,,,,0
1059,1059,4801 SUNSHINE (CRISS COLE REHAB),Southeast corner of SUNSHINE and 49TH - Nearside,30.317382,-97.735114,,http://www.capmetro.org/gismaps/stops/1059.html,,,,0
1060,1060,1100 49TH/GROVER,Northeast corner of 49TH and GROVER - Nearside,30.318791,-97.736647,,http://www.capmetro.org/gismaps/stops/1060.html,,,,0
1061,1061,1200 51ST/GROVER,Northwest corner of 51ST and GROVER - Mid-Block,30.320707,-97.735989,,http://www.capmetro.org/gismaps/stops/1061.html,,,,0
1062,1062,5113 WOODROW/NORTH,Southeast corner of WOODROW and NORTH - Nearside,30.322371,-97.736892,,http://www.capmetro.org/gismaps/stops/1062.html,,,,0
1063,1063,5223 WOODROW/NORTH LOOP,Southeast corner of WOODROW and NORTH LOOP - Nearside,30.324061,-97.735824,,http://www.capmetro.org/gismaps/stops/1063.html,,,,0
1064,1064,5413 WOODROW/HOUSTON,Southeast corner of WOODROW and HOUSTON - Nearside,30.326186,-97.734482,,http://www.capmetro.org/gismaps/stops/1064.html,,,,0
1065,1065,5515 WOODROW/HOUSTON,Northeast corner of WOODROW and HOUSTON - Mid-Block,30.327565,-97.733603,,http://www.capmetro.org/gismaps/stops/1065.html,,,,0
1066,1066,5701 WOODROW/THECKLA,Northeast corner of WOODROW and THECKLA - Farside,30.329034,-97.732673,,http://www.capmetro.org/gismaps/stops/1066.html,,,,0
1067,1067,5819 WOODROW/KOENIG,Southeast corner of WOODROW and KOENIG - Nearside,30.330737,-97.73158,,http://www.capmetro.org/gismaps/stops/1067.html,,,,0
1068,1068,WOODROW/ALGUNO,Northeast corner of WOODROW and ALGUNO - Mid-Block,30.332811,-97.730682,,http://www.capmetro.org/gismaps/stops/1068.html,,,,0
1069,1069,WOODROW/ALEGRIA,Northeast corner of WOODROW and ALEGRIA - Mid-Block,30.334573,-97.730128,,http://www.capmetro.org/gismaps/stops/1069.html,,,,0
1070,1070,6523 WOODROW/BRENTWOOD,Southeast corner of WOODROW and BRENTWOOD - Nearside,30.337279,-97.72842,,http://www.capmetro.org/gismaps/stops/1070.html,,,,0
1072,1072,WOODROW/DWYCE,Northeast corner of WOODROW and DWYCE - Mid-Block,30.340171,-97.726594,,http://www.capmetro.org/gismaps/stops/1072.html,,,,0
1074,1074,7115 WOODROW/PIEDMONT,Southeast corner of WOODROW and PIEDMONT - Nearside,30.342849,-97.724984,,http://www.capmetro.org/gismaps/stops/1074.html,,,,0
1075,1075,WOODROW/PASADENA,Southeast corner of WOODROW and PASADENA - Nearside,30.344977,-97.72521,,http://www.capmetro.org/gismaps/stops/1075.html,,,,0
1076,1076,WOODROW/MORROW,Southeast corner of WOODROW and MORROW - Nearside,30.34743,-97.723761,,http://www.capmetro.org/gismaps/stops/1076.html,,,,0
1077,1077,7717 WOODROW/PRINCETON,Northeast corner of WOODROW and PRINCETON - Nearside,30.34989,-97.72302,,http://www.capmetro.org/gismaps/stops/1077.html,,,,0
1078,1078,1700 ANDERSON/WOOTEN PARK,Northwest corner of ANDERSON and WOOTEN PARK - Mid-Block,30.35279,-97.72362,,http://www.capmetro.org/gismaps/stops/1078.html,,,,0
1080,1080,ANDERSON/MULLEN,Northwest corner of ANDERSON and MULLEN - Farside,30.35401,-97.72622,,http://www.capmetro.org/gismaps/stops/1080.html,,,,0
1084,1084,4000 TANNEHILL/JACKIE ROBINSON,Northwest corner of TANNEHILL and JACKIE ROBINSON - Nearside,30.27639,-97.676033,,http://www.capmetro.org/gismaps/stops/1084.html,,,,0
1085,1085,JACKIE ROBINSON/DELANO,Northeast corner of JACKIE ROBINSON and DELANO - Nearside,30.276588,-97.67835,,http://www.capmetro.org/gismaps/stops/1085.html,,,,0
1086,1086,1200 DELANO/HUDSON,Northwest corner of DELANO and HUDSON - Nearside,30.27344,-97.67808,,http://www.capmetro.org/gismaps/stops/1086.html,,,,0
1087,1087,HUDSON/ELEANOR,Northeast corner of ELEANOR and HUDSON - Farside,30.27398,-97.67936,,http://www.capmetro.org/gismaps/stops/1087.html,,,,0
1088,1088,1307 FORT BRANCH/ELEANOR,Northeast corner of FORT BRANCH and ELEANOR - Mid-Block,30.277068,-97.680092,,http://www.capmetro.org/gismaps/stops/1088.html,,,,0
1089,1089,1420 WEBBERVILLE/FORT BRANCH,Northwest corner of WEBBERVILLE and FORT BRANCH - Farside,30.27989,-97.681063,,http://www.capmetro.org/gismaps/stops/1089.html,,,,0
1090,1090,WEBBERVILLE/RIBBECKE,Northwest corner of WEBBERVILLE and RIBBECKE - Farside,30.279255,-97.683196,,http://www.capmetro.org/gismaps/stops/1090.html,,,,0
1091,1091,12TH/WEBBERVILLE,Northwest corner of 12TH and WEBBERVILLE - Farside,30.278301,-97.685341,,http://www.capmetro.org/gismaps/stops/1091.html,,,,0
1092,1092,4600 12TH/SPRINGDALE,Northeast corner of 12TH and SPRINGDALE - Nearside,30.278941,-97.686682,,http://www.capmetro.org/gismaps/stops/1092.html,,,,0
1093,1093,12TH/COMETA,Northeast corner of 12TH and COMETA - Nearside,30.278639,-97.689538,,http://www.capmetro.org/gismaps/stops/1093.html,,,,0
1094,1094,3522 12TH/E M FRANKLIN,Northeast corner of 12TH and E M FRANKLIN - Nearside,30.277864,-97.694461,,http://www.capmetro.org/gismaps/stops/1094.html,,,,1
1096,1096,3250 12TH/AIRPORT,Northeast corner of 12TH and AIRPORT - Nearside,30.276978,-97.700178,,http://www.capmetro.org/gismaps/stops/1096.html,,,,0
1097,1097,3100 12TH/MCKINLEY,Northeast corner of 12TH and MCKINLEY - Nearside,30.276654,-97.702258,,http://www.capmetro.org/gismaps/stops/1097.html,,,,0
1098,1098,12TH/HARVEY,Northeast corner of 12TH and HARVEY - Nearside,30.276346,-97.70424,,http://www.capmetro.org/gismaps/stops/1098.html,,,,0
1099,1099,2900 12TH/ALEXANDER,Northeast corner of 12TH and ALEXANDER - Nearside,30.275723,-97.708093,,http://www.capmetro.org/gismaps/stops/1099.html,,,,0
1100,1100,2730 12TH/NEW YORK,Northeast corner of 12TH and NEW YORK - Mid-Block,30.275351,-97.710464,,http://www.capmetro.org/gismaps/stops/1100.html,,,,0
1101,1101,12TH/CEDAR,Northwest corner of 12TH and CEDAR - Mid-Block,30.274879,-97.713399,,http://www.capmetro.org/gismaps/stops/1101.html,,,,0
1102,1102,2204 12TH/CHESTNUT,Northwest corner of 12TH and CHESTNUT - Mid-Block,30.27439,-97.716486,,http://www.capmetro.org/gismaps/stops/1102.html,,,,0
1103,1103,2000 12TH/POQUITO,Northeast corner of 12TH and POQUITO - Nearside,30.274004,-97.718851,,http://www.capmetro.org/gismaps/stops/1103.html,,,,0
1104,1104,1900 12TH/CHICON,Northeast corner of 12TH and CHICON - Nearside,30.273852,-97.719761,,http://www.capmetro.org/gismaps/stops/1104.html,,,,0
1105,1105,1700 12TH/LEONA,Northeast corner of 12TH and LEONA - Nearside,30.27352,-97.721901,,http://www.capmetro.org/gismaps/stops/1105.html,,,,0
1106,1106,1400 12TH/ANGELINA,Northeast corner of 12TH and ANGELINA - Nearside,30.273059,-97.7249,,http://www.capmetro.org/gismaps/stops/1106.html,,,,0
1107,1107,1220 12TH/SAN BERNARD,Northwest corner of 12TH and SAN BERNARD - Farside,30.272727,-97.726844,,http://www.capmetro.org/gismaps/stops/1107.html,,,,0
1108,1108,12TH/WALLER,Northwest corner of 12TH and WALLER - Farside,30.272359,-97.729222,,http://www.capmetro.org/gismaps/stops/1108.html,,,,0
1109,1109,12TH/IH-35,Northeast corner of 12TH and BRANCH - Nearside,30.272079,-97.730925,,http://www.capmetro.org/gismaps/stops/1109.html,,,,0
1113,1113,12TH/BRANCH,Southwest corner of 12TH and BRANCH - Nearside,30.27191,-97.73128,,http://www.capmetro.org/gismaps/stops/1113.html,,,,0
1114,1114,12TH/NAVASOTA,Southwest corner of 12TH and NAVASOTA - Nearside,30.272429,-97.727843,,http://www.capmetro.org/gismaps/stops/1114.html,,,,0
1115,1115,1301 12TH/SAN BERNARD,Southeast corner of 12TH and SAN BERNARD - Farside,30.27271,-97.72615,,http://www.capmetro.org/gismaps/stops/1115.html,,,,0
1118,1118,1819 12TH/CHICON,Southwest corner of 12TH and CHICON - Nearside,30.273695,-97.720001,,http://www.capmetro.org/gismaps/stops/1118.html,,,,0
1119,1119,1919 12TH/POQUITO,Southwest corner of 12TH and POQUITO - Nearside,30.273837,-97.718965,,http://www.capmetro.org/gismaps/stops/1119.html,,,,0
1121,1121,2601 12TH/CEDAR,Southeast corner of 12TH and CEDAR - Farside,30.274815,-97.712846,,http://www.capmetro.org/gismaps/stops/1121.html,,,,0
1122,1122,2733 12TH/NEW YORK,Southeast corner of 12TH and NEW YORK - Mid-Block,30.275203,-97.710441,,http://www.capmetro.org/gismaps/stops/1122.html,,,,1
1123,1123,2863 12TH/ALEXANDER,Southwest corner of 12TH and ALEXANDER - Nearside,30.275533,-97.708349,,http://www.capmetro.org/gismaps/stops/1123.html,,,,0
1124,1124,2917 12TH/HARGRAVE,Southeast corner of 12TH and HARGRAVE - Mid-Block,30.275868,-97.706343,,http://www.capmetro.org/gismaps/stops/1124.html,,,,0
1125,1125,3021 12TH/MCKINLEY,Southwest corner of 12TH and MCKINLEY - Nearside,30.276474,-97.702363,,http://www.capmetro.org/gismaps/stops/1125.html,,,,0
1126,1126,3245 12TH/AIRPORT,Southwest corner of 12TH and AIRPORT - Nearside,30.276731,-97.700547,,http://www.capmetro.org/gismaps/stops/1126.html,,,,0
1127,1127,3403 12TH/GREENWOOD,Southeast corner of 12TH and GREENWOOD - Farside,30.277301,-97.697085,,http://www.capmetro.org/gismaps/stops/1127.html,,,,0
1128,1128,3525 12TH/E M FRANKLIN,Southwest corner of 12TH and E M FRANKLIN - Nearside,30.277722,-97.694402,,http://www.capmetro.org/gismaps/stops/1128.html,,,,0
1130,1130,1201 WEBBERVILLE/12TH,Northeast corner of WEBBERVILLE and 12TH - Farside,30.278282,-97.684544,,http://www.capmetro.org/gismaps/stops/1130.html,,,,0
1131,1131,1401 WEBBERVILLE/RIBBECKE,Southwest corner of WEBBERVILLE and RIBBECKE - Nearside,30.279406,-97.682614,,http://www.capmetro.org/gismaps/stops/1131.html,,,,0
1132,1132,1419 WEBBERVILLE/FORT BRANCH,Southwest corner of WEBBERVILLE and FORT BRANCH - Nearside,30.279744,-97.680966,,http://www.capmetro.org/gismaps/stops/1132.html,,,,0
1133,1133,1302 FORT BRANCH/ELEANOR,Northwest corner of FORT BRANCH and ELEANOR - Nearside,30.27693,-97.680222,,http://www.capmetro.org/gismaps/stops/1133.html,,,,0
1134,1134,ELEANOR/HUDSON,Southeast corner of HUDSON and ELEANOR - Farside,30.273744,-97.679074,,http://www.capmetro.org/gismaps/stops/1134.html,,,,0
1135,1135,1201 DELANO/HUDSON,Northeast corner of DELANO and HUDSON - Farside,30.273423,-97.677929,,http://www.capmetro.org/gismaps/stops/1135.html,,,,0
1137,1137,3811 TANNEHILL/JACKIE ROBINSON,Northeast corner of TANNEHILL and JACKIE ROBINSON - Farside,30.276584,-97.675697,,http://www.capmetro.org/gismaps/stops/1137.html,,,,0
1138,1138,4021 TANNEHILL/SAMUEL HUSTON,Southeast corner of TANNEHILL and SAMUEL HUSTON - Nearside,30.279192,-97.673977,,http://www.capmetro.org/gismaps/stops/1138.html,,,,0
1140,1140,ABERDEEN/RUNDBERG,Northwest corner of ABERDEEN and RUNDBERG - Nearside,30.352932,-97.678803,,http://www.capmetro.org/gismaps/stops/1140.html,,,,0
1141,1141,1200 RUNDBERG/TEASDALE,Northeast corner of RUNDBERG and TEASDALE - Nearside,30.354111,-97.681289,,http://www.capmetro.org/gismaps/stops/1141.html,,,,0
1142,1142,RUNDBERG/HANSFORD,Northeast corner of RUNDBERG and HANSFORD - Nearside,30.355637,-97.68363,,http://www.capmetro.org/gismaps/stops/1142.html,,,,0
1143,1143,838 RUNDBERG/MIDDLE FISKVILLE,Northeast corner of RUNDBERG and MIDDLE FISKVILLE - Nearside,30.357219,-97.685998,,http://www.capmetro.org/gismaps/stops/1143.html,,,,0
1148,1148,GEORGIAN/HOME PL.,Northwest corner of GEORGIAN and HOME - Nearside,30.355832,-97.696474,,http://www.capmetro.org/gismaps/stops/1148.html,,,,1
1149,1149,GEORGIAN/ELLIOTT,Northwest corner of GEORGIAN and ELLIOTT - Nearside,30.353289,-97.699042,,http://www.capmetro.org/gismaps/stops/1149.html,,,,0
1150,1150,GEORGIAN/JENNIFER,Northwest corner of GEORGIAN and JENNIFER - Nearside,30.349752,-97.702016,,http://www.capmetro.org/gismaps/stops/1150.html,,,,0
1151,1151,GEORGIAN/POWELL,Northwest corner of GEORGIAN and POWELL - Nearside,30.347697,-97.703234,,http://www.capmetro.org/gismaps/stops/1151.html,,,,0
1152,1152,8000 GEORGIAN/ANDERSON,Northwest corner of GEORGIAN and ANDERSON - Nearside,30.344902,-97.704659,,http://www.capmetro.org/gismaps/stops/1152.html,,,,0
1153,1153,7700 NORTHCREST/ANDERSON,Southwest corner of NORTHCREST and ANDERSON - Mid-Block,30.34336,-97.705878,,http://www.capmetro.org/gismaps/stops/1153.html,,,,0
1156,1156,CRESTLAND/MEADOWVIEW,Northeast corner of CRESTLAND and MEADOWVIEW - Nearside,30.339681,-97.711761,,http://www.capmetro.org/gismaps/stops/1156.html,,,,0
1157,1157,7414 GUADALUPE/CRESTLAND,Southwest corner of GUADALUPE and CRESTLAND - Mid-Block,30.339901,-97.713146,,http://www.capmetro.org/gismaps/stops/1157.html,,,,0
1158,1158,7106 GUADALUPE/ST JOHNS,Southwest corner of GUADALUPE and ST JOHNS - Farside,30.337324,-97.714833,,http://www.capmetro.org/gismaps/stops/1158.html,,,,0
1159,1159,GUADALUPE/SWANEE,Northwest corner of GUADALUPE and SWANEE - Nearside,30.335705,-97.715903,,http://www.capmetro.org/gismaps/stops/1159.html,,,,0
1160,1160,105 HIGHLAND MALL/JONATHAN,Southwest corner of HIGHLAND MALL and JONATHAN - Nearside,30.328491,-97.713604,,http://www.capmetro.org/gismaps/stops/1160.html,,,,0
1161,1161,SW - HIGHLAND MALL/MIDDLE FISKVILLE,Southwest corner of HIGHLAND MALL and MIDDLE FISKVILLE - Nearside,30.326239,-97.708752,,http://www.capmetro.org/gismaps/stops/1161.html,,,,0
1162,1162,6200 MIDDLE FISKVILLE/TIRADO,Northwest corner of MIDDLE FISKVILLE and TIRADO - Nearside,30.324286,-97.709741,,http://www.capmetro.org/gismaps/stops/1162.html,,,,0
1163,1163,6000 MIDDLE FISKVILLE/CLAYTON,Northwest corner of MIDDLE FISKVILLE and CLAYTON - Nearside,30.322747,-97.710729,,http://www.capmetro.org/gismaps/stops/1163.html,,,,0
1164,1164,5600 AVENUE F/56TH,Northwest corner of AVENUE F and 56TH - Nearside,30.321167,-97.718996,,http://www.capmetro.org/gismaps/stops/1164.html,,,,0
1165,1165,5500 AVENUE F/55TH,Northwest corner of AVENUE F and 55TH - Nearside,30.319927,-97.719791,,http://www.capmetro.org/gismaps/stops/1165.html,,,,0
1167,1167,303 53RD/AVENUE G,Southeast corner of 53RD and AVENUE G - Farside,30.317091,-97.720114,,http://www.capmetro.org/gismaps/stops/1167.html,,,,0
1168,1168,DUVAL/51ST,Northwest corner of DUVAL and 51ST - Nearside,30.314362,-97.719922,,http://www.capmetro.org/gismaps/stops/1168.html,,,,1
1169,1169,DUVAL/48TH,Northwest corner of DUVAL and 48TH - Nearside,30.310968,-97.722129,,http://www.capmetro.org/gismaps/stops/1169.html,,,,0
1171,1171,DUVAL/43RD,Southwest corner of DUVAL and 43RD - Farside,30.30438,-97.726357,,http://www.capmetro.org/gismaps/stops/1171.html,,,,1
1172,1172,4002 DUVAL/41ST,Southwest corner of DUVAL and 41ST - Mid-Block,30.301674,-97.728038,,http://www.capmetro.org/gismaps/stops/1172.html,,,,1
1174,1174,DUVAL/33RD,Northwest corner of DUVAL and 33RD - Nearside,30.295649,-97.731832,,http://www.capmetro.org/gismaps/stops/1174.html,,,,0
1175,1175,3200 DUVAL/32ND,Northwest corner of DUVAL and 32ND - Nearside,30.294603,-97.732495,,http://www.capmetro.org/gismaps/stops/1175.html,,,,1
1176,1176,DUVAL/30TH,Northwest corner of DUVAL and 30TH - Nearside,30.291876,-97.734222,,http://www.capmetro.org/gismaps/stops/1176.html,,,,1
